jlf_drone_dupre_mid
   1.00000	   0.00013
   0.99982	   0.00016
   0.99930	   0.00023
   0.99845	   0.00036
   0.99728	   0.00052
   0.99579	   0.00074
   0.99398	   0.00100
   0.99186	   0.00130
   0.98943	   0.00165
   0.98668	   0.00205
   0.98363	   0.00249
   0.98027	   0.00297
   0.97662	   0.00348
   0.97268	   0.00402
   0.96844	   0.00460
   0.96392	   0.00521
   0.95911	   0.00586
   0.95403	   0.00653
   0.94868	   0.00724
   0.94306	   0.00798
   0.93717	   0.00876
   0.93103	   0.00954
   0.92464	   0.01036
   0.91799	   0.01120
   0.91110	   0.01206
   0.90396	   0.01295
   0.89658	   0.01385
   0.88895	   0.01476
   0.88110	   0.01570
   0.87303	   0.01664
   0.86473	   0.01760
   0.85621	   0.01859
   0.84747	   0.01958
   0.83853	   0.02058
   0.82939	   0.02158
   0.82005	   0.02259
   0.81050	   0.02362
   0.80078	   0.02465
   0.79087	   0.02569
   0.78077	   0.02673
   0.77050	   0.02778
   0.76006	   0.02885
   0.74946	   0.02991
   0.73871	   0.03097
   0.72781	   0.03204
   0.71675	   0.03311
   0.70558	   0.03418
   0.69428	   0.03524
   0.68286	   0.03630
   0.67133	   0.03735
   0.65971	   0.03839
   0.64799	   0.03941
   0.63618	   0.04044
   0.62430	   0.04144
   0.61236	   0.04244
   0.60035	   0.04341
   0.58831	   0.04438
   0.57622	   0.04532
   0.56410	   0.04623
   0.55195	   0.04714
   0.53979	   0.04802
   0.52762	   0.04888
   0.51545	   0.04971
   0.50330	   0.05052
   0.49116	   0.05132
   0.47904	   0.05209
   0.46696	   0.05282
   0.45491	   0.05352
   0.44292	   0.05420
   0.43096	   0.05484
   0.41908	   0.05543
   0.40727	   0.05600
   0.39551	   0.05652
   0.38385	   0.05700
   0.37227	   0.05743
   0.36079	   0.05783
   0.34940	   0.05817
   0.33812	   0.05845
   0.32695	   0.05869
   0.31590	   0.05887
   0.30496	   0.05901
   0.29416	   0.05908
   0.28349	   0.05911
   0.27296	   0.05908
   0.26256	   0.05899
   0.25232	   0.05885
   0.24224	   0.05864
   0.23232	   0.05839
   0.22254	   0.05807
   0.21295	   0.05770
   0.20353	   0.05726
   0.19429	   0.05677
   0.18523	   0.05621
   0.17636	   0.05559
   0.16768	   0.05491
   0.15919	   0.05417
   0.15090	   0.05337
   0.14280	   0.05251
   0.13492	   0.05158
   0.12725	   0.05060
   0.11979	   0.04956
   0.11254	   0.04846
   0.10550	   0.04731
   0.09868	   0.04609
   0.09208	   0.04482
   0.08569	   0.04350
   0.07953	   0.04213
   0.07358	   0.04070
   0.06786	   0.03923
   0.06236	   0.03772
