jlf_drone_dupre_tip
   1.00000	   0.00021
   0.99982	   0.00023
   0.99930	   0.00030
   0.99845	   0.00042
   0.99728	   0.00059
   0.99579	   0.00079
   0.99398	   0.00103
   0.99186	   0.00131
   0.98943	   0.00162
   0.98668	   0.00198
   0.98363	   0.00237
   0.98027	   0.00279
   0.97662	   0.00324
   0.97268	   0.00372
   0.96844	   0.00423
   0.96392	   0.00479
   0.95911	   0.00536
   0.95403	   0.00597
   0.94868	   0.00660
   0.94306	   0.00726
   0.93717	   0.00795
   0.93103	   0.00865
   0.92464	   0.00938
   0.91799	   0.01011
   0.91110	   0.01087
   0.90396	   0.01165
   0.89658	   0.01243
   0.88895	   0.01323
   0.88110	   0.01404
   0.87303	   0.01486
   0.86473	   0.01569
   0.85621	   0.01654
   0.84747	   0.01739
   0.83853	   0.01825
   0.82939	   0.01911
   0.82005	   0.01999
   0.81050	   0.02086
   0.80078	   0.02174
   0.79087	   0.02262
   0.78077	   0.02349
   0.77050	   0.02438
   0.76006	   0.02528
   0.74946	   0.02618
   0.73871	   0.02708
   0.72781	   0.02799
   0.71675	   0.02891
   0.70558	   0.02983
   0.69428	   0.03076
   0.68286	   0.03169
   0.67133	   0.03263
   0.65971	   0.03357
   0.64799	   0.03450
   0.63618	   0.03545
   0.62430	   0.03639
   0.61236	   0.03734
   0.60035	   0.03828
   0.58831	   0.03923
   0.57622	   0.04016
   0.56410	   0.04109
   0.55195	   0.04201
   0.53979	   0.04291
   0.52762	   0.04380
   0.51545	   0.04468
   0.50330	   0.04554
   0.49116	   0.04638
   0.47904	   0.04720
   0.46696	   0.04799
   0.45491	   0.04875
   0.44292	   0.04949
   0.43096	   0.05018
   0.41908	   0.05085
   0.40727	   0.05148
   0.39551	   0.05208
   0.38385	   0.05263
   0.37227	   0.05314
   0.36079	   0.05362
   0.34940	   0.05404
   0.33812	   0.05442
   0.32695	   0.05475
   0.31590	   0.05503
   0.30496	   0.05527
   0.29416	   0.05545
   0.28349	   0.05558
   0.27296	   0.05564
   0.26256	   0.05566
   0.25232	   0.05562
   0.24224	   0.05552
   0.23232	   0.05537
   0.22254	   0.05515
   0.21295	   0.05489
   0.20353	   0.05457
   0.19429	   0.05418
   0.18523	   0.05373
   0.17636	   0.05322
   0.16768	   0.05265
   0.15919	   0.05201
   0.15090	   0.05132
   0.14280	   0.05056
   0.13492	   0.04975
   0.12725	   0.04887
   0.11979	   0.04793
   0.11254	   0.04693
   0.10550	   0.04587
   0.09868	   0.04474
   0.09208	   0.04356
   0.08569	   0.04232
   0.07953	   0.04102
   0.07358	   0.03968
   0.06786	   0.03828
   0.06236	   0.03683
   0.05709	   0.03534
   0.05205	   0.03380
   0.04724	   0.03222
   0.04264	   0.03059
   0.03828	   0.02895
   0.03415	   0.02727
   0.03025	   0.02557
   0.02658	   0.02384
   0.02314	   0.02210
   0.01992	   0.02034
   0.01695	   0.01857
   0.01421	   0.01681
   0.01171	   0.01504
   0.00944	   0.01328
   0.00741	   0.01155
   0.00562	   0.00983
   0.00406	   0.00814
   0.00274	   0.00648
   0.00167	   0.00488
   0.00084	   0.00331
   0.00028	   0.00182
   0.00000	   0.00009
   0.00000	  -0.00009
   0.00002	  -0.00119
   0.00034	  -0.00252
   0.00097	  -0.00370
   0.00191	  -0.00485
   0.00317	  -0.00595
   0.00475	  -0.00702
   0.00665	  -0.00806
   0.00885	  -0.00907
   0.01135	  -0.01007
   0.01415	  -0.01104
   0.01724	  -0.01199
   0.02063	  -0.01292
   0.02429	  -0.01382
   0.02824	  -0.01469
   0.03248	  -0.01553
   0.03698	  -0.01634
   0.04177	  -0.01712
   0.04683	  -0.01787
   0.05215	  -0.01857
   0.05774	  -0.01925
   0.06359	  -0.01989
   0.06972	  -0.02050
   0.07609	  -0.02105
   0.08273	  -0.02158
   0.08961	  -0.02207
   0.09674	  -0.02252
   0.10411	  -0.02293
   0.11173	  -0.02330
   0.11958	  -0.02362
   0.12766	  -0.02391
   0.13598	  -0.02416
   0.14451	  -0.02438
   0.15327	  -0.02455
   0.16224	  -0.02467
   0.17143	  -0.02477
   0.18082	  -0.02483
   0.19042	  -0.02485
   0.20021	  -0.02485
   0.21018	  -0.02480
   0.22034	  -0.02473
   0.23069	  -0.02461
   0.24121	  -0.02447
   0.25189	  -0.02430
   0.26273	  -0.02409
   0.27374	  -0.02387
   0.28489	  -0.02361
   0.29617	  -0.02333
   0.30759	  -0.02303
   0.31915	  -0.02269
   0.33081	  -0.02233
   0.34260	  -0.02195
   0.35450	  -0.02156
