JLF_drone_dupre_empl
   1.00000	   0.00005
   0.99982	   0.00008
   0.99931	   0.00015
   0.99847	   0.00029
   0.99730	   0.00045
   0.99580	   0.00068
   0.99399	   0.00096
   0.99187	   0.00129
   0.98943	   0.00168
   0.98670	   0.00212
   0.98367	   0.00260
   0.98035	   0.00313
   0.97675	   0.00370
   0.97285	   0.00429
   0.96868	   0.00493
   0.96422	   0.00560
   0.95947	   0.00630
   0.95445	   0.00703
   0.94915	   0.00780
   0.94358	   0.00862
   0.93776	   0.00947
   0.93168	   0.01035
   0.92535	   0.01124
   0.91878	   0.01218
   0.91195	   0.01314
   0.90489	   0.01412
   0.89758	   0.01513
   0.89006	   0.01615
   0.88231	   0.01719
   0.87433	   0.01824
   0.86614	   0.01933
   0.85775	   0.02043
   0.84915	   0.02155
   0.84035	   0.02268
   0.83137	   0.02380
   0.82219	   0.02494
   0.81282	   0.02609
   0.80328	   0.02727
   0.79358	   0.02844
   0.78370	   0.02962
   0.77367	   0.03082
   0.76349	   0.03201
   0.75319	   0.03321
   0.74274	   0.03441
   0.73216	   0.03560
   0.72146	   0.03679
   0.71067	   0.03798
   0.69975	   0.03915
   0.68874	   0.04030
   0.67762	   0.04144
   0.66643	   0.04256
   0.65514	   0.04365
   0.64376	   0.04472
   0.63233	   0.04578
   0.62081	   0.04680
   0.60924	   0.04779
   0.59761	   0.04877
   0.58592	   0.04971
   0.57419	   0.05063
   0.56243	   0.05150
   0.55063	   0.05237
   0.53880	   0.05320
   0.52695	   0.05400
   0.51509	   0.05476
   0.50321	   0.05551
   0.49134	   0.05625
   0.47949	   0.05696
   0.46766	   0.05762
   0.45587	   0.05824
   0.44409	   0.05886
   0.43237	   0.05942
   0.42071	   0.05995
   0.40909	   0.06044
   0.39753	   0.06088
   0.38606	   0.06128
   0.37466	   0.06165
   0.36335	   0.06197
   0.35213	   0.06223
   0.34101	   0.06244
   0.32999	   0.06260
   0.31906	   0.06270
   0.30826	   0.06274
   0.29757	   0.06273
   0.28700	   0.06267
   0.27655	   0.06256
   0.26624	   0.06240
   0.25608	   0.06218
   0.24607	   0.06189
   0.23618	   0.06155
   0.22646	   0.06116
   0.21691	   0.06071
   0.20753	   0.06020
   0.19829	   0.05963
   0.18924	   0.05899
   0.18037	   0.05831
   0.17168	   0.05755
   0.16317	   0.05673
   0.15485	   0.05586
   0.14672	   0.05492
   0.13879	   0.05393
   0.13105	   0.05287
   0.12351	   0.05176
   0.11618	   0.05060
   0.10905	   0.04938
   0.10212	   0.04810
   0.09540	   0.04677
   0.08891	   0.04540
   0.08263	   0.04398
   0.07657	   0.04249
   0.07072	   0.04096
   0.06508	   0.03939
   0.05968	   0.03780
   0.05450	   0.03616
   0.04955	   0.03448
   0.04482	   0.03277
   0.04033	   0.03104
   0.03606	   0.02928
   0.03203	   0.02749
   0.02822	   0.02569
   0.02464	   0.02387
   0.02131	   0.02205
   0.01821	   0.02022
   0.01534	   0.01839
   0.01272	   0.01658
   0.01033	   0.01477
   0.00818	   0.01298
   0.00628	   0.01121
   0.00463	   0.00947
   0.00322	   0.00776
   0.00204	   0.00608
   0.00113	   0.00445
   0.00047	   0.00290
   0.00010	   0.00139
   0.00000	   0.00000
   0.00019	  -0.00143
   0.00067	  -0.00277
   0.00145	  -0.00405
   0.00252	  -0.00530
   0.00390	  -0.00650
   0.00557	  -0.00765
   0.00753	  -0.00876
   0.00979	  -0.00982
   0.01236	  -0.01084
   0.01521	  -0.01183
   0.01836	  -0.01276
   0.02180	  -0.01367
   0.02552	  -0.01453
   0.02952	  -0.01534
   0.03381	  -0.01611
   0.03837	  -0.01682
   0.04321	  -0.01748
   0.04834	  -0.01809
   0.05375	  -0.01866
   0.05941	  -0.01917
   0.06534	  -0.01964
   0.07154	  -0.02003
   0.07801	  -0.02038
   0.08474	  -0.02069
   0.09172	  -0.02093
   0.09897	  -0.02112
   0.10647	  -0.02125
   0.11422	  -0.02133
   0.12221	  -0.02138
   0.13045	  -0.02136
   0.13893	  -0.02128
   0.14764	  -0.02118
   0.15658	  -0.02103
   0.16574	  -0.02083
   0.17513	  -0.02059
   0.18473	  -0.02029
   0.19454	  -0.01997
   0.20455	  -0.01961
   0.21476	  -0.01921
   0.22517	  -0.01878
   0.23576	  -0.01830
   0.24653	  -0.01779
   0.25749	  -0.01726
   0.26861	  -0.01670
   0.27988	  -0.01612
   0.29131	  -0.01552
   0.30289	  -0.01490
   0.31461	  -0.01426
   0.32643	  -0.01361
   0.33839	  -0.01291
   0.35049	  -0.01220
   0.36269	  -0.01147
   0.37498	  -0.01075
   0.38737	  -0.00999
   0.39986	  -0.00923
   0.41243	  -0.00846
   0.42507	  -0.00769
   0.43777	  -0.00690
   0.45055	  -0.00612
   0.46338	  -0.00533
   0.47625	  -0.00454
   0.48916	  -0.00375
   0.50210	  -0.00297
   0.51508	  -0.00221
   0.52809	  -0.00148
   0.54109	  -0.00077
   0.55410	  -0.00009
   0.56708	   0.00054
   0.58003	   0.00115
   0.59295	   0.00171
   0.60581	   0.00224
   0.61862	   0.00272
   0.63135	   0.00316
   0.64398	   0.00357
   0.65653	   0.00394
   0.66898	   0.00427
   0.68131	   0.00457
   0.69351	   0.00482
   0.70558	   0.00503
   0.71751	   0.00522
   0.72929	   0.00537
   0.74089	   0.00548
   0.75234	   0.00557
   0.76360	   0.00561
   0.77468	   0.00562
   0.78557	   0.00562
   0.79624	   0.00558
   0.80672	   0.00552
   0.81697	   0.00543
   0.82699	   0.00532
   0.83680	   0.00518
   0.84635	   0.00503
   0.85567	   0.00487
   0.86474	   0.00470
   0.87355	   0.00450
   0.88209	   0.00430
   0.89037	   0.00409
   0.89840	   0.00387
   0.90613	   0.00364
   0.91358	   0.00341
   0.92075	   0.00318
   0.92763	   0.00296
   0.93422	   0.00272
   0.94051	   0.00250
   0.94649	   0.00228
   0.95219	   0.00205
   0.95757	   0.00181
   0.96263	   0.00159
   0.96737	   0.00139
   0.97180	   0.00119
   0.97592	   0.00101
   0.97971	   0.00084
   0.98319	   0.00069
   0.98634	   0.00056
   0.98918	   0.00044
   0.99168	   0.00032
   0.99386	   0.00023
   0.99571	   0.00014
   0.99724	   0.00007
   0.99842	   0.00002
   0.99928	  -0.00001
   0.99980	  -0.00004
   0.99998	  -0.00005

